t,q1,q2,q3,q4,q5,q6,q7,qp1,qp2,qp3,qp4,qp5,qp6,qp7,xd,yd,zd,vxd,vyd,vzd,wxd,wyd,wzd,x,y,z,vx,vy,vz,wx,wy,wz
0.201961,0.016856,-1.11475,-0.0293745,2.21508,-0.0133937,0.618556,-0.0145869,0.0751562,-0.062024,-0.130208,-0.0216976,-0.0614238,0.081334,-0.064023,0.0678628,0.0246,0.588092,-0.0236404,0,0.000705958,0,0,0,0.0677605,-0.0155683,0.58809,0,0,0,0,0,0
0.208577,0.0173476,-1.11517,-0.030226,2.21493,-0.0137967,0.619113,-0.0150055,0.0743066,-0.0637885,-0.128705,-0.0227808,-0.0609086,0.0840985,-0.0632777,0.0677039,0.0246,0.588097,-0.0244133,0,0.000777619,0,0,0,0.0675987,-0.0153025,0.588095,0,0,0,0,0,0
0.216309,0.0179177,-1.11568,-0.031213,2.21474,-0.0142653,0.619791,-0.0154906,0.0737308,-0.0661376,-0.127652,-0.0240743,-0.0606025,0.0876868,-0.0627301,0.0675116,0.0246,0.588104,-0.0253164,0,0.000867326,0,0,0,0.0674024,-0.0149938,0.588101,0,0,0,0,0,0
0.22376,0.018462,-1.11619,-0.0321551,2.21455,-0.014714,0.620469,-0.0159534,0.07306,-0.0682992,-0.126442,-0.0253376,-0.0602269,0.0910501,-0.0621168,0.0673197,0.0246,0.58811,-0.0261861,0,0.000960043,0,0,0,0.0672067,-0.0146987,0.588108,0,0,0,0,0,0
0.232571,0.0191001,-1.11682,-0.0332587,2.21431,-0.0152417,0.621308,-0.0164953,0.0724116,-0.0709548,-0.125255,-0.0268673,-0.0598863,0.095178,-0.0615054,0.0670845,0.0246,0.588119,-0.0272143,0,0.00107794,0,0,0,0.0669659,-0.0143523,0.588118,0,0,0,0,0,0
0.238529,0.019527,-1.11725,-0.0339971,2.21415,-0.0155958,0.62189,-0.0168579,0.0716542,-0.0724663,-0.123916,-0.0278964,-0.0594319,0.0976527,-0.0608527,0.0669203,0.0246,0.588126,-0.0279091,0,0.0011629,0,0,0,0.0667994,-0.0141201,0.588125,0,0,0,0,0,0
0.24578,0.0200428,-1.11779,-0.0348887,2.21394,-0.0160248,0.622623,-0.0172956,0.071137,-0.0746405,-0.122967,-0.0291987,-0.0591647,0.101086,-0.060367,0.0667148,0.0246,0.588135,-0.0287543,0,0.00127216,0,0,0,0.0665904,-0.0138393,0.588134,0,0,0,0,0,0
0.251653,0.020457,-1.11824,-0.0356044,2.21376,-0.0163702,0.623231,-0.017647,0.0705152,-0.0762056,-0.121857,-0.0302507,-0.0588058,0.103653,-0.0598225,0.0665439,0.0246,0.588143,-0.0294386,0,0.00136551,0,0,0,0.0664172,-0.0136135,0.588142,0,0,0,0,0,0
0.259375,0.0209976,-1.11885,-0.0365381,2.21351,-0.0168223,0.624061,-0.0181052,0.0700046,-0.0785347,-0.120914,-0.031689,-0.0585508,0.10738,-0.0593398,0.0663131,0.0246,0.588154,-0.0303378,0,0.00149504,0,0,0,0.0661822,-0.0133182,0.588153,0,0,0,0,0,0
0.265276,0.0214068,-1.11932,-0.0372447,2.21332,-0.0171656,0.624709,-0.018452,0.0693461,-0.0800401,-0.119741,-0.032774,-0.0581669,0.10992,-0.0587717,0.0661321,0.0246,0.588163,-0.0310244,0,0.00159936,0,0,0,0.0659989,-0.0130944,0.588162,0,0,0,0,0,0
0.271228,0.0218165,-1.1198,-0.0379519,2.21312,-0.0175101,0.62538,-0.0187991,0.0688401,-0.0817014,-0.118824,-0.0339035,-0.0578915,0.112673,-0.0583188,0.0659454,0.0246,0.588173,-0.0317166,0,0.00170937,0,0,0,0.0658098,-0.01287,0.588172,0,0,0,0,0,0
0.279166,0.0223588,-1.12047,-0.0388875,2.21284,-0.0179676,0.626305,-0.0192582,0.0683236,-0.0840657,-0.117867,-0.0354603,-0.0576363,0.116557,-0.0578347,0.06569,0.0246,0.588187,-0.032639,0,0.00186378,0,0,0,0.0655498,-0.0125724,0.588187,0,0,0,0,0,0
0.284755,0.022737,-1.12095,-0.0395397,2.21263,-0.0182876,0.62697,-0.0195783,0.0676534,-0.0853874,-0.116677,-0.0365257,-0.0572401,0.118897,-0.0572678,0.0655057,0.0246,0.588198,-0.033288,0,0.0019779,0,0,0,0.0653635,-0.0123645,0.588198,0,0,0,0,0,0
0.292195,0.0232367,-1.1216,-0.040401,2.21235,-0.0187116,0.627881,-0.020001,0.0671697,-0.087576,-0.115779,-0.0380364,-0.0570012,0.122564,-0.0568178,0.0652548,0.0246,0.588213,-0.0341512,0,0.00213687,0,0,0,0.0651087,-0.0120894,0.588214,0,0,0,0,0,0
0.297961,0.0236204,-1.12211,-0.0410621,2.21212,-0.0190382,0.628602,-0.0203255,0.0665434,-0.0889709,-0.114659,-0.0391795,-0.056638,0.12506,-0.0562847,0.065056,0.0246,0.588226,-0.0348195,0,0.00226576,0,0,0,0.0649076,-0.0118778,0.588227,0,0,0,0,0,0
