t,q1,q2,q3,q4,q5,q6,q7,qp1,qp2,qp3,qp4,qp5,qp6,qp7,xd,yd,zd,vxd,vyd,vzd,wxd,wyd,wzd,x,y,z,vx,vy,vz,wx,wy,wz
0.0278094,-2.59089e-06,-1.10815,-9.83335e-07,2.21659,4.99849e-06,0.610712,-5.41307e-06,-0.000179216,0.00920459,-6.79895e-05,0.00140284,0.00034582,-0.0106074,-0.000374482,0,0,0,0.00322064,0,0.00048306,0,0,0,0.0702973,-0.0246,0.588064,0,0,0,0,0,0
0.0288164,-2.77789e-06,-1.10814,-1.05427e-06,2.21659,5.35933e-06,0.610701,-5.80382e-06,-0.000185697,0.00953807,-7.04437e-05,0.0014531,0.000358337,-0.0109912,-0.000388033,0,0,0,0.00333724,0,0.000500686,0,0,0,0.0703007,-0.0246,0.588064,0,0,0,0,0,0
0.0301703,-3.0411e-06,-1.10813,-1.15411e-06,2.21659,5.86727e-06,0.610685,-6.35384e-06,-0.000194413,0.00998638,-7.37448e-05,0.00152079,0.000375166,-0.0115072,-0.000406254,0,0,0,0.00349402,0,0.000524355,0,0,0,0.0703054,-0.0246,0.588065,0,0,0,0,0,0
0.0311704,-3.24197e-06,-1.10812,-1.2303e-06,2.21659,6.2549e-06,0.610673,-6.77359e-06,-0.000200844,0.0103177,-7.61769e-05,0.00157035,0.000387593,-0.011888,-0.000419706,0,0,0,0.00360981,0,0.000541948,0,0,0,0.070309,-0.0246,0.588065,0,0,0,0,0,0
0.0321705,-3.44926e-06,-1.10811,-1.30892e-06,2.2166,6.65497e-06,0.610661,-7.20679e-06,-0.000207277,0.0106489,-7.86113e-05,0.00162007,0.000400022,-0.012269,-0.00043316,0,0,0,0.0037256,0,0.000559504,0,0,0,0.0703127,-0.0246,0.588066,0,0,0,0,0,0
0.0331706,-3.663e-06,-1.1081,-1.38997e-06,2.2166,7.06746e-06,0.610648,-7.65345e-06,-0.00021371,0.0109802,-8.10447e-05,0.00166972,0.00041245,-0.0126499,-0.000446613,0,0,0,0.00384139,0,0.000577075,0,0,0,0.0703166,-0.0246,0.588067,0,0,0,0,0,0
0.0341707,-3.88316e-06,-1.10808,-1.47346e-06,2.2166,7.49238e-06,0.610635,-8.11356e-06,-0.000220141,0.0113115,-8.34771e-05,0.0017193,0.000424877,-0.0130308,-0.000460065,0,0,0,0.00395718,0,0.000594664,0,0,0,0.0703205,-0.0246,0.588067,0,0,0,0,0,0
0.0351708,-4.10975e-06,-1.10807,-1.55937e-06,2.2166,7.92972e-06,0.610622,-8.58713e-06,-0.000226571,0.0116428,-8.59086e-05,0.00176882,0.000437304,-0.0134116,-0.000473516,0,0,0,0.00407297,0,0.000612269,0,0,0,0.0703246,-0.0246,0.588068,0,0,0,0,0,0
0.036171,-4.3428e-06,-1.10806,-1.64773e-06,2.2166,8.37954e-06,0.610608,-9.07419e-06,-0.000233001,0.0119742,-8.83393e-05,0.00181827,0.000449731,-0.0137924,-0.000486967,0,0,0,0.00418877,0,0.000629893,0,0,0,0.0703288,-0.0246,0.588068,0,0,0,0,0,0
0.0371711,-4.58225e-06,-1.10805,-1.73851e-06,2.2166,8.84175e-06,0.610594,-9.57466e-06,-0.000239429,0.0123055,-9.07686e-05,0.00186764,0.000462156,-0.0141732,-0.000500415,0,0,0,0.00430455,0,0.000647534,0,0,0,0.0703331,-0.0246,0.588069,0,0,0,0,0,0
0.0381712,-4.82813e-06,-1.10804,-1.83171e-06,2.21661,9.31637e-06,0.610579,-1.00886e-05,-0.000245856,0.0126369,-9.31969e-05,0.00191694,0.00047458,-0.0145539,-0.000513862,0,0,0,0.00442033,0,0.000665194,0,0,0,0.0703375,-0.0246,0.58807,0,0,0,0,0,0
0.0391713,-5.08044e-06,-1.10802,-1.92735e-06,2.21661,9.80343e-06,0.610565,-1.06159e-05,-0.000252282,0.0129683,-9.56241e-05,0.00196616,0.000487003,-0.0149345,-0.000527308,0,0,0,0.00453611,0,0.000682872,0,0,0,0.070342,-0.0246,0.58807,0,0,0,0,0,0
0.0401714,-5.33917e-06,-1.10801,-2.02541e-06,2.21661,1.03029e-05,0.610549,-1.11567e-05,-0.000258706,0.0132998,-9.80502e-05,0.00201531,0.000499426,-0.0153151,-0.000540752,0,0,0,0.00465188,0,0.00070057,0,0,0,0.0703467,-0.0246,0.588071,0,0,0,0,0,0
0.0411715,-5.60433e-06,-1.108,-2.12589e-06,2.21661,1.08148e-05,0.610534,-1.1711e-05,-0.00026513,0.0136312,-0.000100475,0.00206437,0.000511847,-0.0156956,-0.000554195,0,0,0,0.00476765,0,0.000718288,0,0,0,0.0703515,-0.0246,0.588072,0,0,0,0,0,0
0.0421716,-5.87591e-06,-1.10798,-2.2288e-06,2.21661,1.13391e-05,0.610517,-1.22787e-05,-0.000271552,0.0139627,-0.000102899,0.00211335,0.000524268,-0.016076,-0.000567637,0,0,0,0.00488342,0,0.000736027,0,0,0,0.0703564,-0.0246,0.588073,0,0,0,0,0,0
0.0431717,-6.15391e-06,-1.10797,-2.33413e-06,2.21662,1.18759e-05,0.610501,-1.28598e-05,-0.000277972,0.0142942,-0.000105321,0.00216225,0.000536688,-0.0164564,-0.000581076,0,0,0,0.00499918,0,0.000753787,0,0,0,0.0703614,-0.0246,0.588073,0,0,0,0,0,0
0.0448326,-6.63332e-06,-1.10794,-2.51576e-06,2.21662,1.28015e-05,0.610473,-1.3862e-05,-0.000288646,0.0148445,-0.000109354,0.00224414,0.000557321,-0.0170887,-0.000603408,0,0,0,0.00519146,0,0.000783111,0,0,0,0.07037,-0.0246,0.588075,0,0,0,0,0,0
0.0460577,-6.99656e-06,-1.10792,-2.65335e-06,2.21662,1.35029e-05,0.610451,-1.46214e-05,-0.000296497,0.0152509,-0.000112309,0.00230317,0.000572525,-0.017554,-0.000619857,0,0,0,0.00533324,0,0.000805081,0,0,0,0.0703765,-0.0246,0.588076,0,0,0,0,0,0
0.0470578,-7.2995e-06,-1.10791,-2.76808e-06,2.21663,1.40879e-05,0.610433,-1.52548e-05,-0.000302907,0.0155826,-0.000114722,0.00235141,0.000584938,-0.017934,-0.000633285,0,0,0,0.00544898,0,0.000823007,0,0,0,0.070382,-0.0246,0.588076,0,0,0,0,0,0
0.0480579,-7.60885e-06,-1.10789,-2.88523e-06,2.21663,1.46853e-05,0.610415,-1.59015e-05,-0.000309321,0.0159142,-0.000117138,0.00239986,0.000597353,-0.0183141,-0.000646717,0,0,0,0.00556473,0,0.000840877,0,0,0,0.0703875,-0.0246,0.588077,0,0,0,0,0,0
0.0490581,-7.92465e-06,-1.10788,-3.00481e-06,2.21663,1.52952e-05,0.610396,-1.65618e-05,-0.000315734,0.0162459,-0.000119553,0.00244823,0.000609768,-0.0186942,-0.000660148,0,0,0,0.00568048,0,0.000858773,0,0,0,0.0703932,-0.0246,0.588078,0,0,0,0,0,0
0.0500583,-8.24685e-06,-1.10786,-3.1268e-06,2.21663,1.59175e-05,0.610377,-1.72355e-05,-0.000322145,0.0165777,-0.000121966,0.00249649,0.000622182,-0.0190742,-0.000673578,0,0,0,0.00579623,0,0.000876694,0,0,0,0.070399,-0.0246,0.588079,0,0,0,0,0,0
0.0510585,-8.57548e-06,-1.10784,-3.2512e-06,2.21664,1.65522e-05,0.610358,-1.79227e-05,-0.000328555,0.0169094,-0.000124378,0.00254466,0.000634595,-0.0194541,-0.000687006,0,0,0,0.00591198,0,0.00089464,0,0,0,0.0704049,-0.0246,0.58808,0,0,0,0,0,0
0.0520624,-8.91177e-06,-1.10783,-3.3785e-06,2.21664,1.72018e-05,0.610338,-1.86259e-05,-0.000334986,0.0172425,-0.000126798,0.0025929,0.000647053,-0.0198354,-0.000700482,0,0,0,0.00602815,0,0.000912676,0,0,0,0.070411,-0.0246,0.588081,0,0,0,0,0,0
0.0530625,-9.25319e-06,-1.10781,-3.50772e-06,2.21664,1.78613e-05,0.610317,-1.93399e-05,-0.000341392,0.0175743,-0.000129206,0.00264085,0.000659462,-0.0202151,-0.000713905,0,0,0,0.00614388,0,0.000930674,0,0,0,0.0704171,-0.0246,0.588082,0,0,0,0,0,0
0.0540626,-9.60103e-06,-1.10779,-3.63934e-06,2.21664,1.85333e-05,0.610297,-2.00673e-05,-0.000347796,0.0179061,-0.000131614,0.00268869,0.00067187,-0.0205948,-0.000727326,0,0,0,0.00625961,0,0.000948697,0,0,0,0.0704234,-0.0246,0.588083,0,0,0,0,0,0
0.0550627,-9.95526e-06,-1.10777,-3.77337e-06,2.21665,1.92176e-05,0.610276,-2.08081e-05,-0.000354198,0.018238,-0.000134019,0.00273643,0.000684277,-0.0209744,-0.000740746,0,0,0,0.00637533,0,0.000966746,0,0,0,0.0704297,-0.0246,0.588084,0,0,0,0,0,0
0.0560629,-1.03159e-05,-1.10775,-3.90983e-06,2.21665,1.99145e-05,0.610255,-2.15624e-05,-0.0003606,0.0185699,-0.000136424,0.00278406,0.000696684,-0.021354,-0.000754164,0,0,0,0.00649106,0,0.000984826,0,0,0,0.0704362,-0.0246,0.588085,0,0,0,0,0,0
0.057063,-1.0683e-05,-1.10773,-4.04867e-06,2.21665,2.06236e-05,0.610233,-2.23301e-05,-0.000366998,0.0189018,-0.000138826,0.00283157,0.000709089,-0.0217334,-0.000767579,0,0,0,0.00660677,0,0.00100293,0,0,0,0.0704428,-0.0246,0.588086,0,0,0,0,0,0
0.0580631,-1.10564e-05,-1.10772,-4.18991e-06,2.21665,2.13452e-05,0.610211,-2.31111e-05,-0.000373396,0.0192338,-0.000141227,0.00287897,0.000721492,-0.0221128,-0.000780993,0,0,0,0.00672247,0,0.00102107,0,0,0,0.0704496,-0.0246,0.588087,0,0,0,0,0,0
0.0593114,-1.15325e-05,-1.10769,-4.36995e-06,2.21666,2.22651e-05,0.610183,-2.41069e-05,-0.000381387,0.019648,-0.000144229,0.00293855,0.000736978,-0.0225866,-0.000797742,0,0,0,0.00686691,0,0.0010436,0,0,0,0.0704581,-0.0246,0.588088,0,0,0,0,0,0
